gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
4499792708				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:100512:IS36:D:7790:33246			Roby pepolas															PRESENT																			CDF:ECOM:100512:IS36				2012-05-10		131	131	2012	5	10			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.26461	-91.37553																																	Mycteroperca olfax			Roby pepolas						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.277Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.277Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792625				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:140618:WO02:D:7790:40318			Nicolas Moity															PRESENT																			CDF:ECOM:140618:WO02				2018-06-14		165	165	2018	6	14			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					1.387	-91.8166																																	Mycteroperca olfax			Nicolas Moity						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.258Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.258Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792583				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:310321:FE34:D:7790:44512			Emma Ridley															PRESENT																			CDF:ECOM:310321:FE34				2021-03-31		90	90	2021	3	31			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.302094	-91.652915																																	Mycteroperca olfax			Emma Ridley						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.240Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.240Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792576				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:170310:WO06:D:7790:30372			Roby Pepolas															PRESENT																			CDF:ECOM:170310:WO06				2010-03-17		76	76	2010	3	17			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					1.37978	-91.8183																																	Mycteroperca olfax			Roby Pepolas						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.248Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.248Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792566				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:040195:WO02:D:7790:146			David Day															PRESENT																			CDF:ECOM:040195:WO02				1995-01-04		4	4	1995	1	4			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					1.387	-91.8166																																	Mycteroperca olfax			David Day						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.234Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.234Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792554				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:181120:IS28:D:7790:42877			Billy Bensted Smith & Mikel Goni															PRESENT																			CDF:ECOM:181120:IS28				2020-11-18		323	323	2020	11	18			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.04116	-91.52752																																	Mycteroperca olfax			Billy Bensted Smith & Mikel Goni						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.230Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.230Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792410				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:140802:WO03:D:7790:11227			Fernando Rivera															PRESENT																			CDF:ECOM:140802:WO03				2002-08-14		226	226	2002	8	14			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					1.38374	-91.8117																																	Mycteroperca olfax			Fernando Rivera						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.080Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.080Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792331				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:240612:PI07:D:7790:34320			David acuñ															PRESENT																			CDF:ECOM:240612:PI07				2012-06-24		176	176	2012	6	24			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					0.54438	-90.72117																																	Mycteroperca olfax			David acuñ						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.048Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.048Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA	ECU	Ecuador	ECU.9_1	Galápagos	ECU.9.3_1	Santa Cruz	ECU.9.3.3_1	Santa Rosa	VU
4499792328				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:170618:MA04:D:7790:40568			Nicolas Moity															PRESENT																			CDF:ECOM:170618:MA04				2018-06-17		168	168	2018	6	17			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					0.2821	-90.49147																																	Mycteroperca olfax			Nicolas Moity						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:45.049Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:45.049Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792200				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:230214:FE05:D:7790:36786			Stuart Banks															PRESENT																			CDF:ECOM:230214:FE05				2014-02-23		54	54	2014	2	23			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.27205	-91.435																																	Mycteroperca olfax			Stuart Banks						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.982Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.982Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792183				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:140512:SA05:D:7790:33557			Roby pepolas															PRESENT																			CDF:ECOM:140512:SA05				2012-05-14		135	135	2012	5	14			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.23095	-90.58803																																	Mycteroperca olfax			Roby pepolas						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.998Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.998Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792179				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:160408:IS21:D:7790:24611			Roby Pepolas															PRESENT																			CDF:ECOM:160408:IS21				2008-04-16		107	107	2008	4	16			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.72589	-91.34984																																	Mycteroperca olfax			Roby Pepolas						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.974Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.974Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792177				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:190303:FE05:D:7790:14568			Lauren garske															PRESENT																			CDF:ECOM:190303:FE05				2003-03-19		78	78	2003	3	19			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.27205	-91.435																																	Mycteroperca olfax			Lauren garske						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.974Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.974Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792150				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:310701:FL07:D:7790:6089			Fernando Rivera															PRESENT																			CDF:ECOM:310701:FL07				2001-07-31		212	212	2001	7	31			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-1.26277	-90.3581																																	Mycteroperca olfax			Fernando Rivera						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.968Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.968Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792147				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:300199:FE01:D:7790:2257			Fernando Rivera															PRESENT																			CDF:ECOM:300199:FE01				1999-01-30		30	30	1999	1	30			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.3018	-91.6524																																	Mycteroperca olfax			Fernando Rivera						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.969Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.969Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499792139				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:191120:SA09:D:7790:43110			Billy Bensted Smith & Mikel Goni															PRESENT																			CDF:ECOM:191120:SA09				2020-11-19		324	324	2020	11	19			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.28115	-90.56861																																	Mycteroperca olfax			Billy Bensted Smith & Mikel Goni						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.966Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.966Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791981				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:270210:IS36:D:7790:29311			Stuart Banks															PRESENT																			CDF:ECOM:270210:IS36				2010-02-27		58	58	2010	2	27			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-0.26461	-91.37553																																	Mycteroperca olfax			Stuart Banks						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.783Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.783Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791910				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:020611:GE06:D:7790:31248			David acuñ															PRESENT																			CDF:ECOM:020611:GE06				2011-06-02		153	153	2011	6	2			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					0.33531	-89.97502																																	Mycteroperca olfax			David acuñ						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.730Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.730Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791811				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:150802:DA03:D:7790:11456			Lauren Garske															PRESENT																			CDF:ECOM:150802:DA03				2002-08-15		227	227	2002	8	15			Underwater Visual Census													EC								6-15m					1.67363	-91.98928																																	Mycteroperca olfax			Lauren Garske						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.705Z						TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.705Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791667				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:280511:WO05:D:7790:30770			Roby pepolas															PRESENT																			CDF:ECOM:280511:WO05				2011-05-28		148	148	2011	5	28			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					1.37867	-91.8194																																	Mycteroperca olfax			Roby pepolas						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.676Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.676Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791616				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:210698:FL02:D:7790:2022			Fernando Rivera															PRESENT																			CDF:ECOM:210698:FL02				1998-06-21		172	172	1998	6	21			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-1.21579	-90.42287																																	Mycteroperca olfax			Fernando Rivera						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.659Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.659Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
4499791566				CC_BY_NC_4_0					Event				CDF		Biodiversity of Galápagos Marine Reserv		HUMAN_OBSERVATION				CDF:ECOM:231002:FL06:D:7790:12341			Fernando Rivera & Margarita brandt															PRESENT																			CDF:ECOM:231002:FL06				2002-10-23		296	296	2002	10	23			Underwater Visual Census									SOUTH_AMERICA				EC								6-15m					-1.25141	-90.3742																																	Mycteroperca olfax			Fernando Rivera & Margarita brandt						cdf.taxa.7790	urn:lsid:marinespecies.org:taxname:273881							Mycteroperca olfax (Jenyns, 1840)								Animalia	Chordata		Perciformes		Serranidae				Mycteroperca	Mycteroperca			olfax			SPECIES				ACCEPTED			84cb2584-dcae-4fb6-b9d9-1e9aad5d0204	VE	2024-01-24T21:20:44.641Z						CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED		true	false	2389031	2389031	1	44		587	8597	2388983		2389031	Mycteroperca olfax	Mycteroperca olfax (Jenyns, 1840)	Mycteroperca olfax		EML	2024-01-24T21:20:44.641Z	2024-01-04T15:42:57.284Z	true			false	LATIN_AMERICA	LATIN_AMERICA									VU
